track_id,track_name,track_popularity,artist_name,artist_genres,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,loudness,duration_ms,key,mode,time_signature
track_0,HUMBLE. 0,90,Ariana Grande,['trance'],0.6581100947678922,0.5674996517121547,0.05699322727086078,0.3728066246530351,0.13348344445560875,0.0857167044804852,0.6207107783590823,76.20527369298102,-9.170018415997628,214925,5,1,4
track_1,God's Plan 1,51,Billie Eilish,['trap'],0.3042397831318304,0.31383745502484944,0.17168915826976508,0.32589016765505185,0.01866626528544617,0.2934388797103648,0.28621707234424343,79.96670779861029,-10.72420986000369,217435,6,1,4
track_2,Anti-Hero 2,80,Dua Lipa,['hip hop'],0.7081845231526679,0.5702995511817258,0.03358153951316396,0.7543393869910338,0.22531528713821572,0.14635412563497902,0.11277300177617136,95.39832081843639,-16.384618009609824,274358,11,0,4
track_3,Anti-Hero 3,65,Ed Sheeran,['pop'],0.4093416526728374,0.7532168461905915,0.14479208611263608,0.1742739136658692,0.2270801311279966,0.05782832311388965,0.7738278196759988,119.47295467067423,-14.072746459972784,249299,7,1,4
track_4,Don't Start Now 4,82,Ariana Grande,['trance'],0.652050699398309,0.8791531843584828,0.19389924687540488,0.2280393537978093,0.11850940228163297,0.09131673476575063,0.11250912539295516,116.57416287770066,-14.076777227366454,283767,7,0,4
track_5,God's Plan 5,64,Taylor Swift,['trance'],0.7741053243187235,0.6635759848686069,0.28010123719860425,0.5243508501465362,0.36598387021751233,0.26250964444744984,0.45956053931056273,80.49511281394524,-14.437726217026004,227373,7,0,4
track_6,Shape of You 6,64,Taylor Swift,['dance pop'],0.5833289550971696,0.37175654756298104,0.22257609255020866,0.6110201884073491,0.2245108790277985,0.24274179498864024,0.49503647709151266,127.50061123201934,-13.586884724621756,272409,11,0,4
track_7,"thank u, next 7",81,Taylor Swift,['pop'],0.6379653431858303,0.7173096518556765,0.06761949268958645,0.4874897296294757,0.21593643652066927,0.10076530618369235,0.8542828564463848,135.87520131373896,-9.578226004404431,193585,9,0,4
track_8,bad guy 8,57,Dua Lipa,['dance pop'],0.7822032461394688,0.4119420353316215,0.270990929592294,0.4360803711133641,0.322976062065625,0.2740228249808733,0.35440277997749114,82.10571169804444,-16.580972561870876,287848,3,0,4
track_9,Anti-Hero 9,99,Dua Lipa,['country'],0.6064483815465395,0.5504466018892674,0.08996910882709716,0.10469364019360941,0.13504606856145118,0.2857274259781298,0.35856234561660416,127.06696839177027,-9.454715616572333,201005,0,1,4
track_10,"thank u, next 10",32,Kendrick Lamar,['rap'],0.4805269858900618,0.4709042966264806,0.039959475785723855,0.49155582384411856,0.2010716092915446,0.06286968781249734,0.32291717138928916,169.9092474563319,-16.406571639995413,200859,9,1,4
track_11,"thank u, next 11",84,Post Malone,['edm'],0.7569717691972306,0.4425825263954398,0.2266184141252021,0.3005486748482101,0.2529223322374318,0.2083824276902237,0.5286197472598068,79.93187470598491,-7.47046256616143,236202,5,1,4
track_12,HUMBLE. 12,48,Taylor Swift,['edm'],0.7266897194628108,0.7857006276838293,0.12413981656876694,0.0859794753622224,0.3762093057958416,0.1493930052718806,0.5142010804219841,162.14811164980608,-9.86464824441079,189384,1,0,4
track_13,Anti-Hero 13,45,Bad Bunny,['country'],0.7903333201207295,0.6331204869596774,0.17300565615612176,0.20106330981135684,0.03724110712235969,0.2743039394883317,0.8203344457306644,139.64116030005948,-14.91455313426949,267858,2,1,4
track_14,HUMBLE. 14,83,Taylor Swift,['trance'],0.7679253275145743,0.6852189876925727,0.052717790548663185,0.13768668413474489,0.3594216754108317,0.2016072649148975,0.10735764129330372,81.16186971526353,-10.047473463379163,171357,1,1,4
track_15,Anti-Hero 15,62,Post Malone,['house'],0.3108452181693125,0.5963362291100608,0.07828213148975878,0.2995103398204594,0.29766820922262494,0.2302349810630323,0.34644863348191135,129.6794253610389,-12.3677888474186,169830,5,1,4
track_16,Sunflower 16,83,Post Malone,['rock'],0.8436592726311325,0.5606366193062572,0.12452117007756244,0.5196316560041463,0.26756962386523986,0.2660418912679758,0.28414821459324424,124.91127178732276,-11.419937011862253,259616,0,1,4
track_17,Sunflower 17,66,Billie Eilish,['rock'],0.8569911375526353,0.5569104889903886,0.29099680114179083,0.7712597819005098,0.341203782186944,0.12361222301739642,0.4080781828815402,163.62503386685427,-15.246169922655834,176641,8,1,4
track_18,Dákiti 18,75,Post Malone,['rock'],0.3583058962624611,0.6690043360195019,0.2973145395281511,0.12066637203685399,0.20733186094549472,0.2693432679819889,0.6926148942033635,146.67173150947946,-9.46273874019336,255510,9,0,4
track_19,Anti-Hero 19,54,Bad Bunny,['rap'],0.6669082265194084,0.34895650824014424,0.03139991294897643,0.5060365878094225,0.0777095814048169,0.06773522924998192,0.4174270617711108,75.58453841433366,-6.700742765740101,274046,11,1,4
track_20,"thank u, next 20",80,The Weeknd,['dance pop'],0.579358810879476,0.625586780824546,0.1073661380746368,0.4767582758495185,0.012200099975619771,0.05933704718730361,0.7580804485277266,109.62097055523893,-18.09409231022173,263632,7,0,4
track_21,"thank u, next 21",35,Billie Eilish,['edm'],0.3310090327011646,0.6188127789408888,0.17597148283472877,0.5135696221835833,0.2904365334890646,0.29396301986563367,0.5130402786409562,105.52521202353705,-8.072207078469445,232750,2,1,4
track_22,"thank u, next 22",91,Bad Bunny,['trap'],0.8015880723073237,0.7175845236562188,0.14041729499185288,0.14690251285596817,0.06257481706843442,0.11256072454114883,0.5393813317648964,148.60555149700684,-10.09703934923403,264548,0,1,4
track_23,bad guy 23,96,Ariana Grande,['dance pop'],0.4486385937006945,0.5135836071907569,0.23461844982537966,0.021370856017507135,0.046429056202766494,0.06150066050543819,0.1325830418551761,164.10066424121078,-9.445132109299644,193919,9,1,4
track_24,"thank u, next 24",62,Billie Eilish,['edm'],0.5788042877637669,0.6898642095856581,0.0429759095331991,0.7598251279571949,0.35467215491921905,0.11522340583542849,0.11224363223230781,172.67799388874312,-12.484401741271112,191975,4,0,4
track_25,Shape of You 25,31,Kendrick Lamar,['country'],0.3159067863249731,0.651465348764078,0.2838621651847386,0.46462460052194443,0.15526797048260876,0.21082205461058828,0.46660231239321337,130.01784682475284,-5.878027868352122,188304,7,1,4
track_26,Anti-Hero 26,64,The Weeknd,['rap'],0.5019325289332359,0.6934335812284453,0.13405708766070257,0.5484747984885039,0.13624982778569603,0.11517363205897578,0.49682996343472496,146.21793945611333,-14.774950933202039,161338,7,1,4
track_27,bad guy 27,65,Dua Lipa,['house'],0.40646372626783367,0.750368850984515,0.2478453796021613,0.7924990621805319,0.1650470707645706,0.1430045214481958,0.7211303685935975,107.48838942783196,-6.03864011594653,211476,11,0,4
track_28,"thank u, next 28",59,Ariana Grande,['house'],0.8415317440077401,0.6031514234687143,0.25314351584909023,0.2628391848141833,0.35820929139848023,0.1473004196835408,0.10867012118423869,169.592017406119,-18.630699848207996,209163,3,0,4
track_29,bad guy 29,41,Bad Bunny,['hip hop'],0.4971987272219496,0.7035110736462231,0.23314112294817363,0.6353474445434204,0.3158472571178216,0.0728015257621726,0.4955362437620652,76.33146360183088,-11.757066765143968,159348,2,0,4
track_30,Don't Start Now 30,87,The Weeknd,['trap'],0.6709308379897567,0.3606736056736741,0.052708837651049306,0.5637656138527048,0.029105202545677413,0.25546501482258904,0.664993781725197,78.94836587060897,-18.727434288722122,176962,7,1,4
track_31,Sunflower 31,46,Drake,['edm'],0.8683491464303152,0.8916006382937227,0.23341211001991424,0.30724507256942346,0.033400286679467504,0.2442867289818592,0.546723399788644,116.6644210171674,-6.404684223578961,165485,2,0,4
track_32,Dákiti 32,90,The Weeknd,['edm'],0.793674211126016,0.7465269941659789,0.21388064531616544,0.19763011232105127,0.16008915714880995,0.16942872272005693,0.16631305735468338,128.12071334269302,-13.45496252590166,186395,4,1,4
track_33,bad guy 33,65,Post Malone,['hip hop'],0.6323125706407925,0.8815815213714595,0.1712364179259402,0.5072249241268574,0.2782994755938469,0.1636352661919433,0.6020464640672507,134.27457431154102,-6.4826298426351645,288186,11,1,4
track_34,Sunflower 34,57,Ed Sheeran,['trance'],0.501396038878178,0.4018079423373393,0.20464905765055544,0.31673202335199907,0.09175789828197987,0.11648448124105974,0.38827607616421467,98.5944849139689,-13.201387297567535,271790,0,0,4
track_35,bad guy 35,58,Drake,['edm'],0.3799110751342498,0.3457202277594979,0.2839435933265535,0.3391448556133986,0.23246504847233052,0.2797941379588899,0.16619873602824492,166.43276345183722,-11.72618191183895,151015,0,1,4
track_36,Blinding Lights 36,40,Drake,['pop'],0.6564784292112811,0.528534513978613,0.2918768874099429,0.6752739492772099,0.33533148188445516,0.1671732899487426,0.43185560187013217,100.07477791237768,-19.154367550236092,162763,0,0,4
track_37,Sunflower 37,82,Billie Eilish,['rock'],0.6510897193952832,0.7356725064431089,0.2344119245514631,0.3085019339278713,0.09643393293185275,0.10126133212663123,0.3011539516094388,100.22049767284997,-16.891585264879154,187744,7,1,4
track_38,Shape of You 38,55,The Weeknd,['country'],0.5988991119875358,0.5857264180734085,0.25447030231687534,0.25314401941912906,0.32655429408522496,0.29199344135995575,0.17072657869251728,157.09996234165962,-11.15066154293546,169198,6,0,4
track_39,bad guy 39,80,Billie Eilish,['rap'],0.8418906352059758,0.6703582272583752,0.2947249357749421,0.4903894011380894,0.25465772864891306,0.18870390213555643,0.17280167284106424,149.9036735915251,-11.788305396513326,247239,11,1,4
track_40,Dákiti 40,34,Ariana Grande,['rock'],0.7778830654043265,0.5756080847677034,0.2573646820550516,0.617445015639164,0.026494391140746344,0.06146531660115824,0.596644547537673,108.21547490479557,-16.863038133822286,293087,10,0,4
track_41,"thank u, next 41",45,Dua Lipa,['country'],0.6845248468819288,0.4091280506394869,0.12333016649744306,0.7184628438257494,0.18958465610514896,0.21688943463025678,0.23785589696130388,91.15179206895378,-19.386970756002817,261195,9,0,4
track_42,bad guy 42,30,Post Malone,['dance pop'],0.6206541022395138,0.5135948905631917,0.27143866098189995,0.11171123465671869,0.13203980532406218,0.13039569117000727,0.17383246898299687,122.92599334619226,-9.683229243558754,268831,0,1,4
track_43,God's Plan 43,81,Kendrick Lamar,['trance'],0.4256095940020262,0.5222832616748292,0.16082120600157576,0.49842126950893384,0.14756545582790898,0.16563367903328696,0.6979767505070053,74.03515231796577,-16.21344583483969,286198,2,0,4
track_44,Blinding Lights 44,67,Ariana Grande,['trap'],0.619570359873014,0.44548230218083784,0.10269567235633287,0.3080544888526519,0.008028479111090548,0.13051979139579456,0.2691584055972357,106.02470873957061,-18.20356802271123,254592,3,0,4
track_45,Dákiti 45,47,Kendrick Lamar,['rock'],0.3521521728524542,0.6222639250911287,0.18844710186563737,0.5988971846056207,0.17266381849187176,0.08189507569889094,0.3270207246389796,109.93905260384986,-10.311241380025981,276394,7,0,4
track_46,bad guy 46,62,Post Malone,['house'],0.3045206178804448,0.43519967862751696,0.12864634131199557,0.395369742638903,0.3403270071344585,0.07197190613503597,0.7446919093929147,76.12188382926729,-7.3652894705272764,154324,3,1,4
track_47,Blinding Lights 47,33,Post Malone,['edm'],0.30318000383856325,0.8850402977670855,0.1625021703998718,0.5810879163312028,0.328344589261341,0.22961431770913843,0.5280293856359285,122.42814325390532,-7.421261619460628,287541,9,1,4
track_48,Anti-Hero 48,49,Kendrick Lamar,['edm'],0.44544583944904814,0.3689020948435221,0.1948674114592408,0.23801813705980207,0.23249528856904492,0.08859067881855058,0.484912081483854,128.58483758067445,-19.222646947663595,215545,4,0,4
track_49,Blinding Lights 49,31,Bad Bunny,['trance'],0.3527208667455941,0.38329486406521224,0.03073194284186901,0.10218989067192824,0.1892664804207569,0.20152547026395967,0.73543155997317,81.73691751247796,-7.239088099753179,162219,11,1,4
track_50,Shape of You 50,63,Billie Eilish,['house'],0.4087398396993961,0.3398977604200665,0.23010257530831596,0.46383375941213045,0.33673151070330887,0.08494309415657238,0.7362138494879121,92.1790052052519,-17.545160857014434,236740,4,0,4
track_51,Dákiti 51,71,Taylor Swift,['edm'],0.5354670644535813,0.7899596636829463,0.14856642531395897,0.307786099245677,0.18507191426784259,0.12534446854103554,0.6980875041410008,125.29924291017271,-16.51680957279774,161246,6,1,4
track_52,Shape of You 52,80,Billie Eilish,['trance'],0.6257095863680453,0.5589168858818656,0.11986026219637076,0.5871338180793482,0.27748704296133536,0.09168268999834579,0.8029032922987506,124.49659890443621,-8.878086332914318,281994,3,0,4
track_53,Don't Start Now 53,56,Post Malone,['pop'],0.7463677755436062,0.32011946084146764,0.18387021491525546,0.6123423617351456,0.3507062547046998,0.13552043717897688,0.7570058437376103,82.16949106507279,-7.3032156239822275,214435,7,0,4
track_54,bad guy 54,74,Ed Sheeran,['edm'],0.7320219219276447,0.6846885797311784,0.217366080006117,0.438752310244601,0.10071962356278111,0.13642399837597985,0.24527817344114056,169.9295617466991,-11.249123078508193,294071,6,0,4
track_55,Dákiti 55,91,Bad Bunny,['trance'],0.3604767618095319,0.4536093191121974,0.22604580823684822,0.4784406951544691,0.04088506569007984,0.27968763056518664,0.7320677096992694,72.53248652664013,-10.229491835176308,177632,11,0,4
track_56,Don't Start Now 56,80,Bad Bunny,['dance pop'],0.7418665413748338,0.860620208861409,0.27990349848482965,0.3661631034092644,0.0452952183363021,0.29621029974058366,0.7711184691567473,83.71289493235935,-6.187371760739415,250158,5,0,4
track_57,Shape of You 57,76,Taylor Swift,['hip hop'],0.3328569832932188,0.5011183449875406,0.2467704311214631,0.013659298173636258,0.13339966867645767,0.14954217339773584,0.5299164823503383,171.18411780540367,-14.804810084510581,276161,10,1,4
track_58,Anti-Hero 58,53,Drake,['dance pop'],0.6465791724549284,0.3993079904567843,0.039147373266580646,0.25606380519487837,0.3121982830184351,0.11939679315735453,0.27607777126487765,93.3948862775349,-12.272394763897811,220480,3,0,4
track_59,HUMBLE. 59,92,Drake,['dance pop'],0.8981245511075684,0.6013170061987456,0.19075395467641182,0.06299041713685771,0.29998418815967115,0.10247639827389644,0.818443431552571,92.56536045302079,-17.139684190045003,240397,7,0,4
track_60,God's Plan 60,76,The Weeknd,['rock'],0.6165886380868715,0.6206735347543482,0.1598937460646482,0.40263943956878673,0.30614251242649626,0.07574536983282888,0.3674902490483858,78.30537001842781,-8.701306688788238,253177,9,0,4
track_61,God's Plan 61,84,The Weeknd,['country'],0.3936915584197142,0.7295833373084386,0.20790946431574087,0.03140583407775196,0.08878886477317978,0.10776869914701785,0.6375141948789828,72.16815915298005,-18.438371270231393,222258,2,0,4
track_62,Blinding Lights 62,61,Ed Sheeran,['rock'],0.8134178808637715,0.798131918740195,0.13723955299698282,0.5377872578908105,0.08199371816632839,0.12328693256525332,0.8170686548168958,71.43021158618096,-18.71737203718298,152198,4,0,4
track_63,HUMBLE. 63,31,Taylor Swift,['rap'],0.8463744021241824,0.6748567626259507,0.12068378143045548,0.6618347918239013,0.14522368487803622,0.058557027705132284,0.7645236052521999,107.97113593694031,-8.392482151979896,261496,1,0,4
track_64,HUMBLE. 64,53,Taylor Swift,['trap'],0.3685427555522381,0.6394659719799363,0.29604917430526834,0.3821417076281134,0.0728428555286333,0.17119459178758656,0.5099661247055373,151.5855638651532,-9.517312202586433,249608,6,0,4
track_65,Sunflower 65,55,Post Malone,['edm'],0.6154141093816115,0.4030075715089821,0.10352297816022962,0.02452863447249872,0.3657195226241996,0.07943777072253529,0.5612131804114029,100.14607427559267,-11.6873299622631,271829,9,1,4
track_66,bad guy 66,56,Ariana Grande,['trap'],0.8400111851088632,0.8243340465375093,0.19130153758598326,0.4844083197425862,0.2660146698185022,0.0938428196558624,0.8315295567399679,116.06475773812804,-14.252922076257537,278575,1,1,4
track_67,God's Plan 67,82,Post Malone,['rock'],0.661891265679833,0.4472094658087926,0.1351098157913337,0.23806805204885292,0.14226908658597967,0.22976147629606136,0.33769737249854004,132.30451043265867,-12.859243967013505,154853,5,0,4
track_68,God's Plan 68,65,Ed Sheeran,['trap'],0.6239056673449161,0.39720832673495077,0.25721300828371174,0.6786622009585003,0.3820945250893916,0.08866803522080906,0.5986660407239927,122.16610395704066,-14.834244019336502,204912,8,0,4
track_69,Dákiti 69,68,Ed Sheeran,['house'],0.3455600462217733,0.34665920644737425,0.03063163546896013,0.7744825166835984,0.002101527423353966,0.07577343650343622,0.35167724544752876,158.81732769984373,-5.568518213538235,186408,6,0,4
track_70,Anti-Hero 70,50,Ed Sheeran,['trance'],0.7554215073233099,0.7344619975638832,0.20205252654316147,0.7846556721421907,0.36134552505441,0.21166622977929084,0.6545401691655398,75.6755387324581,-9.951238031749412,187641,6,0,4
track_71,Dákiti 71,36,Ariana Grande,['hip hop'],0.3203675871514793,0.718452160348104,0.1102842319905887,0.7402729943474591,0.3884232980661471,0.2860666222783585,0.479371373325971,164.82469160882448,-7.331759021973944,187265,10,1,4
track_72,God's Plan 72,89,Ariana Grande,['trance'],0.5886371303064519,0.8309990139139687,0.17317158581142306,0.3584154077810477,0.1617941798727403,0.1931069398583664,0.7431815835207182,129.22416394188662,-10.075172373791878,157564,1,0,4
track_73,Blinding Lights 73,71,Bad Bunny,['country'],0.8942047880050663,0.3001425141455307,0.08007768558571507,0.3133314730365834,0.3730359637701012,0.06750742643686776,0.10758834690279846,75.79522195749514,-18.67184884079573,223972,11,0,4
track_74,Don't Start Now 74,59,Ed Sheeran,['trap'],0.5506600693004002,0.5528142013662422,0.2291472214290007,0.19863394515695887,0.04418964525255786,0.13865553941019415,0.3297911933232654,102.59389325015891,-16.49588373425135,285566,0,0,4
track_75,HUMBLE. 75,66,Ed Sheeran,['trap'],0.7718070086493313,0.3536466013873557,0.14274680946193066,0.7045034629741102,0.3778928089165641,0.16685037781246742,0.5907291113685662,88.37373407012828,-5.132470607945352,278583,3,0,4
track_76,bad guy 76,86,Post Malone,['rock'],0.43229172544210526,0.4118629572865527,0.2404878078630234,0.2865989547417168,0.02313707062535855,0.29227565753520285,0.8070287079707406,172.05275115147344,-5.076382660303471,176172,10,1,4
track_77,Blinding Lights 77,91,Taylor Swift,['rap'],0.8978014654840347,0.8384616888277223,0.1551128020182174,0.5021205325187438,0.2991486416368914,0.05871629005845623,0.815937152982272,164.61394980597163,-13.13851853339439,193642,11,0,4
track_78,Anti-Hero 78,71,Dua Lipa,['house'],0.7857096448349269,0.6931451883834131,0.17873149006446762,0.078719540330014,0.1633812852282795,0.14317212925307848,0.307803027008261,149.57621250574434,-12.561863973818438,256532,11,1,4
track_79,God's Plan 79,69,Billie Eilish,['rap'],0.8297437614824767,0.60964741226617,0.2747587042500366,0.46134196411646355,0.26484480404262584,0.18594472699934983,0.7915943042458788,150.7300910849072,-12.181095317293776,169623,11,0,4
track_80,Don't Start Now 80,71,Dua Lipa,['hip hop'],0.3635004562971504,0.7193944428237526,0.08108981574195159,0.7064933348885767,0.38452611527396297,0.1663675021924959,0.8032571841825054,70.56596878301862,-7.700796238878498,192534,1,1,4
track_81,"thank u, next 81",42,The Weeknd,['rap'],0.6701561510254453,0.8887117068164541,0.20058965229450046,0.21524482904068626,0.2536022812398446,0.18499634492896389,0.7238763161209149,81.76787027096543,-8.584581462469579,179257,8,1,4
track_82,bad guy 82,97,The Weeknd,['dance pop'],0.4042520851845401,0.7625124651245939,0.2857704298292113,0.14143829367649516,0.30839371701285423,0.22714300115065733,0.47885911074807086,76.37125066146781,-18.879583733632188,217889,11,1,4
track_83,HUMBLE. 83,58,Taylor Swift,['country'],0.31327413091739836,0.49416613148972477,0.16193366140925977,0.6186218600681567,0.27331815064260206,0.1614756765941871,0.31890133302533274,179.6836950173482,-13.607280466460406,287612,8,0,4
track_84,HUMBLE. 84,76,Ariana Grande,['rap'],0.7082995812448278,0.6927067285686812,0.10378007228951652,0.7611822141778242,0.06042315671236009,0.1580837002606505,0.8548927361340791,116.17000486187345,-10.422110785038717,198901,2,0,4
track_85,Anti-Hero 85,87,Billie Eilish,['pop'],0.8364595222074807,0.43797276353465175,0.0875382700867725,0.03459592547876398,0.260666730150354,0.14213158593094027,0.7914865998717097,122.05308973607129,-5.477098581279174,265672,0,0,4
track_86,Shape of You 86,32,Billie Eilish,['rap'],0.7780786967184166,0.47650078400608675,0.27619572943917603,0.7743338982548844,0.07418354987066174,0.16552432269141515,0.10098546813314072,135.81599916346698,-10.890403276059931,184531,8,1,4
track_87,Sunflower 87,31,Dua Lipa,['dance pop'],0.7785354603823129,0.48621717535414427,0.15290944025208633,0.0191802265273995,0.02897875511782355,0.14812338910167122,0.4839510677736988,136.0022602931234,-15.625061319360452,214288,11,1,4
track_88,Shape of You 88,80,Dua Lipa,['dance pop'],0.3629581070509049,0.4452270095175165,0.29639890018212955,0.12257147889219545,0.19955526138054244,0.2045389335795298,0.6619719764352832,131.56135518356055,-19.853437288712247,272720,1,0,4
track_89,Don't Start Now 89,55,Drake,['pop'],0.5381539657209576,0.37962945242583623,0.18323602903062072,0.55467732561844,0.32023467964363317,0.10003756106120253,0.2339860658072558,81.50246243678403,-10.45354625684545,282997,8,1,4
track_90,"thank u, next 90",37,Dua Lipa,['house'],0.8684102775786233,0.6751827961283687,0.24152413600423597,0.49368380884611485,0.19375937902961626,0.2152050295748127,0.5424011620735668,135.72234488951233,-8.24251169871707,183662,2,0,4
